post_id,title,category,score,num_comments,author,collected_at,engagement,is_popular
47669923,Clojure on Fennel Part One: Persistent Data Structures,technology,49,1,roxolotl,2026-04-10 17:31:53,0.02,False
47716490,FBI used iPhone notification data to retrieve deleted Signal messages,technology,415,206,01-_-,2026-04-10 17:31:54,0.4951923076923077,True
47704804,How NASA built Artemis II’s fault-tolerant computer,technology,554,212,speckx,2026-04-10 17:31:54,0.38198198198198197,True
47718470,Code is run more than read (2023),technology,92,58,facundo_olano,2026-04-10 17:31:54,0.6236559139784946,False
47719486,France to ditch Windows for Linux to reduce reliance on US tech,technology,223,89,Teever,2026-04-10 17:31:54,0.39732142857142855,True
47708818,Native Instant Space Switching on macOS,science,599,289,PaulHoule,2026-04-10 17:31:54,0.4816666666666667,True
47718891,Supply chain nightmare: How Rust will be attacked and what we can do to mitigate,technology,63,33,fanf2,2026-04-10 17:31:54,0.515625,False
47712656,We've raised $17M to build what comes after Git,technology,269,580,ellieh,2026-04-10 17:31:54,2.1481481481481484,True
47718114,US summons bank bosses over cyber risks from Anthropic's latest AI model,technology,76,49,ascold,2026-04-10 17:31:54,0.6363636363636364,False
47718694,"""Negative"" views of Broadcom driving VMware migrations, rival says",worldnews,44,20,breve,2026-04-10 17:31:54,0.4444444444444444,False
47720060,Why I'm Building a Database Engine in C#,technology,23,6,vyrotek,2026-04-10 17:31:55,0.25,False
47709158,Charcuterie – Visual similarity Unicode explorer,technology,297,68,rickcarlino,2026-04-10 17:31:55,0.22818791946308725,True
47715339,Show HN: Keeper – embedded secret store for Go (help me break it),entertainment,53,29,babawere,2026-04-10 17:31:55,0.5370370370370371,False
47678844,Show HN: Marimo pair – Reactive Python notebooks as environments for agents,technology,102,25,manzt,2026-04-10 17:31:55,0.24271844660194175,False
47717587,OpenAI backs Illinois bill that would limit when AI labs can be held liable,technology,384,281,smurda,2026-04-10 17:31:55,0.7298701298701299,True
47708697,"Show HN: QVAC SDK, a universal JavaScript SDK for building local AI applications",technology,26,6,qvac,2026-04-10 17:31:55,0.2222222222222222,False
47717514,"Inflation Rose to 3.3% in March, Driven by Rising Fuel Costs",sports,31,0,JumpCrisscross,2026-04-10 17:31:55,0.0,False
47707632,"Instant 1.0, a backend for AI-coded apps",technology,193,104,stopachka,2026-04-10 17:31:55,0.5360824742268041,True
47706141,Research-Driven Agents: When an agent reads before it codes,technology,199,52,hopechong,2026-04-10 17:31:55,0.26,True
47674950,An AI robot in my home,technology,63,28,kukanani,2026-04-10 17:31:55,0.4375,False
47713113,"The Raft consensus algorithm explained through ""Mean Girls"" (2019)",technology,124,28,vermilingua,2026-04-10 17:31:56,0.224,False
47702541,A WebGPU implementation of Augmented Vertex Block Descent,technology,146,22,juretriglav,2026-04-10 17:31:56,0.14965986394557823,False
47719268,Born Private: Reserve your child's first email address with Proton,technology,13,8,teekert,2026-04-10 17:31:56,0.5714285714285714,False
47705413,Show HN: I built a Cargo-like build tool for C/C++,entertainment,161,151,randerson_112,2026-04-10 17:31:56,0.9320987654320988,False
47687273,Git commands I run before reading any code,technology,2262,487,grepsedawk,2026-04-10 17:31:56,0.21520106053910737,True
47665890,War on Raze,worldnews,28,17,tosh,2026-04-10 17:31:56,0.5862068965517241,False
47689550,"LLM plays an 8-bit Commander X16 game using structured ""smart senses""",technology,26,4,russellharper,2026-04-10 17:31:56,0.14814814814814814,False
47702647,"Launch HN: Relvy (YC F24) – On-call runbooks, automated",entertainment,46,23,behat,2026-04-10 17:31:57,0.48936170212765956,False
47702196,"Show HN: CSS Studio. Design by hand, code by agent",technology,159,97,SirHound,2026-04-10 17:31:57,0.60625,False
47695666,Show HN: Druids – Build your own software factory,technology,57,12,etherio,2026-04-10 17:31:57,0.20689655172413793,False
47700972,Reallocating $100/Month Claude Code Spend to Zed and OpenRouter,technology,338,221,kisamoto,2026-04-10 17:31:57,0.6519174041297935,True
47710835,"Show HN: Rust based eBook library for Python, with MIT license",entertainment,30,3,larry-the-agent,2026-04-10 17:31:57,0.0967741935483871,False
47663743,"Show HN: Moon simulator game, ray-casting",sports,108,24,JKCalhoun,2026-04-10 17:31:58,0.22018348623853212,False
47676561,Teardown of unreleased LG Rollable shows why rollable phones aren't a thing,entertainment,120,56,DamnInteresting,2026-04-10 17:31:59,0.4628099173553719,False
47651764,How Close Is Too Close? Applying Fluid Dynamics Research Methods to PC Cooling,science,29,7,LabsLucas,2026-04-10 17:32:00,0.23333333333333334,False
47704259,"Show HN: Guruka.com – free guided mediations. No signup, private, works offline",entertainment,32,11,eummm,2026-04-10 17:32:00,0.3333333333333333,False
47711623,Mexico's President Sheinbaum Decrees Universal Healthcare for 120M,worldnews,54,26,testing22321,2026-04-10 17:32:01,0.4727272727272727,False
47694036,Show HN: Orange Juice – Small UX improvements that make HN easier to read,entertainment,140,157,latchkey,2026-04-10 17:32:01,1.1134751773049645,False
47692043,Muse Spark: Scaling towards personal superintelligence,worldnews,390,367,chabons,2026-04-10 17:32:01,0.9386189258312021,True
47702791,Show HN: 41 years sea surface temperature anomalies,entertainment,145,69,willmeyers,2026-04-10 17:32:01,0.4726027397260274,False
47705802,Show HN: Mdpdf a 2k line C CLI to convert Markdown to tiny PDFs,entertainment,10,4,bastscho,2026-04-10 17:32:01,0.36363636363636365,False
47666398,Show HN: A (marginally) useful x86-64 ELF executable in 301 bytes,entertainment,64,19,meribold,2026-04-10 17:32:02,0.2923076923076923,False
47696562,Show HN: Is Hormuz open yet?,entertainment,469,206,anonfunction,2026-04-10 17:32:02,0.43829787234042555,True
47673360,Show HN: Brutalist Concrete Laptop Stand (2024),entertainment,783,235,sam-bee,2026-04-10 17:32:02,0.2997448979591837,True
47689165,"Show HN: I pipe free sports streams into Jellyfin – no ads, just HLS",sports,114,36,pruz,2026-04-10 17:32:02,0.3130434782608696,False
47677853,GLM-5.1: Towards Long-Horizon Tasks,worldnews,616,262,zixuanlimit,2026-04-10 17:32:02,0.4246353322528363,True
47657204,Show HN: We built a camera only robot vacuum for less than $300 (well almost),entertainment,107,55,indraneelpatil,2026-04-10 17:32:02,0.5092592592592593,False
47690797,Show HN: Go-Bt: Minimalist Behavior Trees for Go,entertainment,61,12,rvitorper,2026-04-10 17:32:03,0.1935483870967742,False
47661038,Show HN: I built a navigation app that displays weather along the route,entertainment,55,25,vkatluri,2026-04-10 17:32:04,0.44642857142857145,False
47710713,"Show HN: Linear RNN/Reservoir hybrid generative model, one C file (no deps.)",entertainment,7,2,adinhitlore,2026-04-10 17:32:04,0.25,False
47680124,IPv6 is the only way forward,worldnews,103,323,quaintdev,2026-04-10 17:32:04,3.105769230769231,False
47676557,Moving fast in hardware: lessons from lab to $100M ARR,worldnews,114,26,rryan,2026-04-10 17:32:05,0.22608695652173913,False
47681112,Show HN: An interactive map of Tolkien's Middle-earth,entertainment,289,69,frasermarlow,2026-04-10 17:32:05,0.23793103448275862,True
47670981,"Three hundred synths, 3 hardware projects, and one app",worldnews,125,19,ductionist,2026-04-10 17:32:06,0.15079365079365079,False
47715460,Show HN: Hindsight Simulator – Go back in time and get rich,entertainment,10,3,pattle,2026-04-10 17:32:06,0.2727272727272727,False
47680309,Show HN: Gemma 4 Multimodal Fine-Tuner for Apple Silicon,entertainment,230,28,MediaSquirrel,2026-04-10 17:32:06,0.12121212121212122,True
47672778,Breaking the console: a brief history of video game security,sports,96,26,sprado,2026-04-10 17:32:06,0.26804123711340205,False
47666024,Show HN: Ghost Pepper – Local hold-to-talk speech-to-text for macOS,entertainment,466,199,MattHart88,2026-04-10 17:32:06,0.4261241970021413,True
47674027,Show HN: A cartographer's attempt to realistically map Tolkien's world,entertainment,162,31,intofarlands,2026-04-10 17:32:07,0.1901840490797546,False
47704260,Show HN: Zoneless – Open-source Stripe Connect clone with $0.002 fees using USDC,entertainment,14,6,tinyprojects,2026-04-10 17:32:07,0.4,False
47660954,German police name alleged leaders of GandCrab and REvil ransomware groups,worldnews,323,160,Bender,2026-04-10 17:32:07,0.49382716049382713,True
47664186,"Battle for Wesnoth: open-source, turn-based strategy game",sports,541,163,akyuu,2026-04-10 17:32:08,0.3007380073800738,True
47656501,The 1987 game “The Last Ninja” was 40 kilobytes,sports,308,192,keepamovin,2026-04-10 17:32:08,0.6213592233009708,True
47673880,Show HN: Pion/handoff – Move WebRTC out of browser and into Go,entertainment,101,17,Sean-Der,2026-04-10 17:32:08,0.16666666666666666,False
47705780,Show HN: BrokenClaw Part 5: GPT-5.4 Edition (Prompt Injection),entertainment,9,2,veganmosfet,2026-04-10 17:32:09,0.2,False
47650502,Computational Physics (2nd Edition) (2025),science,184,23,teleforce,2026-04-10 17:32:09,0.12432432432432433,True
47654629,The Harvard Library Passport,sports,41,15,fi-le,2026-04-10 17:32:09,0.35714285714285715,False
47662945,Show HN: GovAuctions lets you browse government auctions at once,worldnews,318,90,player_piano,2026-04-10 17:32:10,0.28213166144200624,True
47701769,The Bra-and-Girdle Maker That Fashioned the Impossible for NASA,science,7,1,sohkamyung,2026-04-10 17:32:11,0.125,False
47665207,SOM: A minimal Smalltalk for teaching of and research on Virtual Machines,science,56,0,tosh,2026-04-10 17:32:12,0.0,False
47656303,Case study: recovery of a corrupted 12 TB multi-device pool,science,116,64,salt4034,2026-04-10 17:32:12,0.5470085470085471,False
47710319,BYD teams up with KFC to offer 9 minute EV charging,sports,10,1,breve,2026-04-10 17:32:13,0.09090909090909091,False
47709535,Lethal conflict after group fission in wild chimpanzees,sports,8,1,impish9208,2026-04-10 17:32:13,0.1111111111111111,False
47715161,France Launches Government Linux Desktop Plan as Windows Exit Begins,worldnews,6,1,doener,2026-04-10 17:32:14,0.14285714285714285,False
47656682,Winners of the 2026 Kokuyo Design Awards,worldnews,57,18,zdw,2026-04-10 17:32:15,0.3103448275862069,False
47677952,The Blueprint of a North Korean Attack on Open-Source,worldnews,32,12,brene,2026-04-10 17:32:15,0.36363636363636365,False
47709123,How Iran's Information War Machine Operates Online,worldnews,6,0,mikhael,2026-04-10 17:32:16,0.0,False
47710608,FCC considers retroactive ban on foreign hardware,worldnews,6,4,topspin,2026-04-10 17:32:16,0.5714285714285714,False
47683613,ICE acknowledges it is using powerful spyware,worldnews,68,8,dnemmers,2026-04-10 17:32:16,0.11594202898550725,False
47690049,Amazon rewards loyal Kindle devotees by closing the book on old e-readers,worldnews,39,23,beardyw,2026-04-10 17:32:19,0.575,False
47712641,White House Warns Staff Not to Place Bets on Prediction Markets Amid Iran War,worldnews,11,3,bookofjoe,2026-04-10 17:32:20,0.25,False
47710595,The Iran war depleted US weapons. Rebuilding will require China's cooperation,worldnews,11,1,n1b0m,2026-04-10 17:32:21,0.08333333333333333,False
47704060,Not just spyware scandals: EU is funding the industry that spies on Europeans,worldnews,8,0,latexr,2026-04-10 17:32:22,0.0,False
47685704,How the Vision Pro Rollout Inflamed Tensions at Apple,sports,16,4,f_allwein,2026-04-10 17:32:23,0.23529411764705882,False
